GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-1626181-1630558-1631107-1631170-1631323-,N. Powell - D. Mitchell - N. Jović - J. Jaquez Jr. - S. Fontecchio,1610612748,MIA,1,1,0,1.0,2.0,125.0,125.0,125.0,125.0,0.0,0.0,1.0,2.0,33.3,0.0,0.5,0.333,0.25,0.833,0.833,105.7,105.69,88.07,4,0.609,55,39,1,1,76,33,82,56,1,21,5,69,81,85,104,18,16,79,44,5450
Lineups,-1626181-1630696-1631107-1631170-1642276-,N. Powell - D. Smith - N. Jović - J. Jaquez Jr. - K. Ware,1610612748,MIA,1,1,0,1.0,2.0,133.3,100.0,75.0,75.0,58.3,25.0,1.0,0.0,28.6,0.5,0.667,0.6,0.0,0.5,0.5,91.6,104.73,87.27,4,0.938,55,39,1,1,75,63,32,39,1,62,16,11,57,26,1,60,74,80,21,5500
Lineups,-1626181-1630696-1631107-1631170-1641796-,N. Powell - D. Smith - N. Jović - J. Jaquez Jr. - P. Larsson,1610612748,MIA,2,2,0,1.0,2.0,150.9,140.0,82.0,80.0,68.9,60.0,0.0,0.0,0.0,0.0,0.667,0.5,0.0,0.5,0.754,135.7,142.57,118.81,5,1.273,32,20,1,1,79,24,37,19,93,62,93,69,57,50,1,60,25,15,12,5050
Lineups,-1626181-1630696-1631107-1631170-1631323-,N. Powell - D. Smith - N. Jović - J. Jaquez Jr. - S. Fontecchio,1610612748,MIA,1,0,1,0.0,2.0,150.0,75.0,100.0,100.0,50.0,-25.0,1.0,0.0,16.7,0.333,1.0,0.6,0.0,0.5,0.5,74.2,103.92,86.6,4,0.5,55,95,62,95,83,89,55,83,1,62,59,37,1,26,1,60,74,85,58,4850
Lineups,-1629639-1630558-1631170-1631323-1642276-,T. Herro - D. Mitchell - J. Jaquez Jr. - S. Fontecchio - K. Ware,1610612748,MIA,1,1,0,1.0,2.0,100.0,80.0,60.0,60.0,40.0,20.0,1.0,0.0,28.6,0.0,1.0,0.6,0.0,0.5,0.5,108.9,121.01,100.84,5,0.867,55,39,1,1,69,88,26,43,1,62,16,69,1,26,1,60,74,42,24,5950
Lineups,-1629639-1630558-1641796-1642276-1642352-,T. Herro - D. Mitchell - P. Larsson - K. Ware - K. Johnson,1610612748,MIA,1,1,0,1.0,2.0,110.3,120.0,0.0,0.0,110.3,120.0,1.0,0.0,25.0,0.25,1.0,0.571,0.0,0.417,0.466,121.4,115.71,96.43,5,1.308,55,39,1,1,73,40,1,11,1,62,21,45,1,37,1,84,88,47,10,5600
Lineups,-203952-1628389-1630558-1630696-1631323-,A. Wiggins - B. Adebayo - D. Mitchell - D. Smith - S. Fontecchio,1610612748,MIA,1,0,1,0.0,1.0,150.0,150.0,113.6,50.0,36.4,100.0,1.0,0.0,33.3,0.0,0.0,0.0,0.0,0.75,0.75,82.4,114.51,95.43,2,0.8,55,95,62,95,100,16,21,14,1,62,5,69,100,107,1,20,27,49,31,2515
Lineups,-203952-1628389-1630696-1631170-1641796-,A. Wiggins - B. Adebayo - D. Smith - J. Jaquez Jr. - P. Larsson,1610612748,MIA,2,1,1,0.5,1.0,0.0,0.0,212.8,200.0,-212.8,-200.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,58.9,93.91,78.26,1,-0.4,32,39,62,78,103,108,111,117,93,62,93,1,100,50,1,103,108,109,116,2300
Lineups,-203952-1630558-1631107-1631170-1642276-,A. Wiggins - D. Mitchell - N. Jović - J. Jaquez Jr. - K. Ware,1610612748,MIA,1,1,0,1.0,1.0,0.0,0.0,200.0,200.0,-200.0,-200.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,84.7,101.65,84.71,3,-0.333,55,39,1,1,86,108,111,117,93,62,93,69,1,85,1,103,108,94,113,4250
Lineups,-203952-1630696-1631107-1631323-1642276-,A. Wiggins - D. Smith - N. Jović - S. Fontecchio - K. Ware,1610612748,MIA,1,1,0,1.0,1.0,212.8,200.0,150.0,150.0,62.8,50.0,1.0,0.0,33.3,0.0,1.0,1.0,0.0,1.0,1.064,78.7,81.13,67.61,2,0.714,55,39,1,1,92,3,101,25,1,62,5,69,1,1,1,5,4,119,34,3550
Lineups,-203952-1626181-1628389-1630558-1631323-,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - S. Fontecchio,1610612748,MIA,1,1,0,1.0,1.0,0.0,0.0,212.8,200.0,-212.8,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.4,100.47,83.72,1,-0.667,55,39,1,1,106,108,111,117,93,62,93,69,100,107,120,103,108,99,119,2150
Lineups,-203952-1626181-1628389-1631323-1641796-,A. Wiggins - N. Powell - B. Adebayo - S. Fontecchio - P. Larsson,1610612748,MIA,1,1,0,1.0,1.0,106.4,66.7,100.0,100.0,6.4,-33.3,0.0,0.0,0.0,0.5,1.0,0.667,0.0,0.0,0.532,120.2,154.84,129.03,3,0.444,55,39,1,1,102,92,55,86,93,62,93,11,1,16,1,103,68,9,69,2325
Lineups,-203952-1626181-1630558-1631170-1642352-,A. Wiggins - N. Powell - D. Mitchell - J. Jaquez Jr. - K. Johnson,1610612748,MIA,1,0,1,0.0,1.0,123.0,150.0,200.0,200.0,-77.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.615,93.5,81.51,67.92,2,0.4,55,95,62,95,97,16,111,91,93,62,93,69,100,107,1,60,48,118,73,2650
Lineups,-203952-1626181-1630696-1631170-1642352-,A. Wiggins - N. Powell - D. Smith - J. Jaquez Jr. - K. Johnson,1610612748,MIA,1,0,1,0.0,1.0,66.7,66.7,104.2,100.0,-37.5,-33.3,1.0,1.0,25.0,0.0,0.0,0.0,0.333,0.5,0.5,151.2,154.29,128.57,3,0.2,55,95,62,95,95,92,55,86,1,40,21,69,100,107,110,60,74,10,94,2800
Lineups,-203952-1626181-1631170-1641796-1642276-,A. Wiggins - N. Powell - J. Jaquez Jr. - P. Larsson - K. Ware,1610612748,MIA,1,1,0,1.0,1.0,104.2,100.0,66.7,66.7,37.5,33.3,1.0,1.0,25.0,0.0,1.0,1.0,0.333,1.0,0.798,134.4,137.14,114.29,3,1.5,55,39,1,1,93,63,28,35,1,40,21,69,1,1,110,5,19,17,7,3150
Lineups,-203952-1626181-1631170-1631323-1642276-,A. Wiggins - N. Powell - J. Jaquez Jr. - S. Fontecchio - K. Ware,1610612748,MIA,1,1,0,1.0,1.0,100.0,100.0,200.0,200.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,91.9,91.91,76.6,2,0.333,55,39,1,1,101,63,111,111,93,62,93,69,100,107,117,5,6,112,79,2350
Lineups,-1628389-1630558-1631170-1631323-1642276-,B. Adebayo - D. Mitchell - J. Jaquez Jr. - S. Fontecchio - K. Ware,1610612748,MIA,1,1,0,1.0,1.0,87.2,75.0,166.7,166.7,-79.5,-91.7,1.0,0.0,20.0,0.0,0.5,0.25,0.0,0.333,0.436,114.5,124.44,103.7,4,0.316,55,39,1,1,87,89,109,110,1,62,41,69,81,100,1,94,91,34,82,4050
Lineups,-1628389-1630558-1631107-1631323-1641796-,B. Adebayo - D. Mitchell - N. Jović - S. Fontecchio - P. Larsson,1610612748,MIA,1,0,1,0.0,1.0,69.4,66.7,133.3,133.3,-63.9,-66.7,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.347,110.0,112.21,93.51,3,0.167,55,95,62,95,91,92,87,102,93,62,93,69,1,85,1,103,99,54,96,3850
Lineups,-1628389-1629639-1630558-1631170-1641796-,B. Adebayo - T. Herro - D. Mitchell - J. Jaquez Jr. - P. Larsson,1610612748,MIA,1,1,0,1.0,1.0,69.4,66.7,0.0,0.0,69.4,66.7,0.0,0.0,0.0,0.0,0.5,0.333,0.333,0.0,0.532,152.7,196.72,163.93,3,1.0,55,39,1,1,109,92,1,17,93,62,93,69,81,85,110,103,68,4,17,1830
Lineups,-1628389-1629639-1630558-1631170-1631323-,B. Adebayo - T. Herro - D. Mitchell - J. Jaquez Jr. - S. Fontecchio,1610612748,MIA,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,89.4,134.16,111.8,1,0.0,55,39,1,1,112,108,1,56,93,62,93,69,81,85,1,103,108,24,99,1610
Lineups,-1630558-1631170-1631323-1642276-1642352-,D. Mitchell - J. Jaquez Jr. - S. Fontecchio - K. Ware - K. Johnson,1610612748,MIA,1,1,0,1.0,1.0,145.3,250.0,0.0,0.0,145.3,250.0,1.0,0.0,33.3,1.0,1.0,1.0,0.0,0.625,0.563,125.4,84.71,70.59,2,1.571,55,39,1,1,99,1,1,1,1,62,5,1,1,1,1,37,59,115,5,2550
Lineups,-1630696-1631107-1631323-1641796-1642352-,D. Smith - N. Jović - S. Fontecchio - P. Larsson - K. Johnson,1610612748,MIA,1,1,0,1.0,1.0,200.0,100.0,300.0,300.0,-100.0,-200.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,62.6,93.91,78.26,2,0.273,55,39,1,1,103,63,120,117,93,62,93,1,100,1,1,60,74,109,87,2300
Lineups,-1626181-1628389-1630558-1631107-1642276-,N. Powell - B. Adebayo - D. Mitchell - N. Jović - K. Ware,1610612748,MIA,1,1,0,1.0,1.0,250.0,250.0,0.0,0.0,250.0,250.0,1.0,0.0,50.0,0.0,0.5,0.5,0.0,1.25,1.25,110.8,184.62,153.85,2,1.2,55,39,1,1,108,1,1,1,1,62,1,69,81,50,1,2,2,6,13,1950
Lineups,-1626181-1628389-1630696-1631170-1631323-,N. Powell - B. Adebayo - D. Smith - J. Jaquez Jr. - S. Fontecchio,1610612748,MIA,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7,84.71,70.59,1,0.5,55,95,62,95,111,108,1,56,93,62,93,69,100,107,1,103,108,116,58,1700
Lineups,-1626181-1628389-1630696-1641796-1642352-,N. Powell - B. Adebayo - D. Smith - P. Larsson - K. Johnson,1610612748,MIA,1,1,0,1.0,1.0,200.0,200.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,55.4,83.08,69.23,1,1.667,55,39,1,1,98,3,1,3,93,62,93,1,1,1,1,60,74,117,4,2600
Lineups,-1626181-1630558-1631170-1642276-1642352-,N. Powell - D. Mitchell - J. Jaquez Jr. - K. Ware - K. Johnson,1610612748,MIA,1,1,0,1.0,1.0,0.0,0.0,103.1,133.3,-103.1,-133.3,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.0,0.0,157.3,137.14,114.29,3,-4.0,55,39,1,1,93,108,87,114,93,62,93,69,81,105,1,103,108,17,121,3150
Lineups,-1626181-1630558-1631170-1641796-1642352-,N. Powell - D. Mitchell - J. Jaquez Jr. - P. Larsson - K. Johnson,1610612748,MIA,1,0,1,0.0,1.0,200.0,66.7,200.0,200.0,0.0,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,104.3,173.91,144.93,3,0.286,55,95,62,95,107,92,111,114,93,62,93,69,100,107,1,5,6,7,84,2070
Lineups,-1626181-1630558-1641796-1642276-1642352-,N. Powell - D. Mitchell - P. Larsson - K. Ware - K. Johnson,1610612748,MIA,1,1,0,1.0,1.0,180.2,200.0,50.0,50.0,130.2,150.0,1.0,0.0,42.9,0.0,1.0,0.667,0.0,0.875,0.901,155.8,147.69,123.08,4,1.08,55,39,1,1,90,3,21,8,1,62,2,69,1,16,1,16,13,13,15,3900
Lineups,-1626181-1630696-1631170-1631323-1642276-,N. Powell - D. Smith - J. Jaquez Jr. - S. Fontecchio - K. Ware,1610612748,MIA,1,0,1,0.0,1.0,159.6,150.0,0.0,0.0,159.6,150.0,1.0,0.0,33.3,0.0,1.0,1.0,0.0,1.0,0.798,118.5,123.43,102.86,2,2.0,55,95,62,95,110,16,1,8,1,62,5,69,1,1,1,5,19,39,3,1750
Lineups,-1626181-1630696-1631107-1641796-1642276-,N. Powell - D. Smith - N. Jović - P. Larsson - K. Ware,1610612748,MIA,1,1,0,1.0,1.0,172.4,200.0,0.0,0.0,172.4,200.0,1.0,0.0,33.3,0.0,1.0,1.0,0.0,1.0,0.862,138.2,128.0,106.67,2,2.333,55,39,1,1,105,3,1,3,1,62,5,69,1,1,1,5,15,29,2,2250
Lineups,-1626181-1629639-1630696-1641796-1642276-,N. Powell - T. Herro - D. Smith - P. Larsson - K. Ware,1610612748,MIA,1,0,1,0.0,1.0,200.0,200.0,138.9,133.3,61.1,66.7,0.5,0.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,125.5,128.57,107.14,2,0.667,55,95,62,95,95,3,87,17,71,62,5,69,100,107,1,5,6,27,38,2800
Lineups,-1631323-1641796-1642276-1642352-1642443-,S. Fontecchio - P. Larsson - K. Ware - K. Johnson - J. Young,1610612748,MIA,1,1,0,1.0,1.0,100.0,100.0,166.7,166.7,-66.7,-66.7,1.0,0.0,20.0,0.5,1.0,0.667,0.0,0.5,0.5,109.4,109.37,91.14,3,0.267,55,39,1,1,89,63,109,102,1,62,41,11,1,16,1,60,74,66,88,3950
Lineups,-1631323-1641796-1642066-1642352-1642443-,S. Fontecchio - P. Larsson - M. Gardner - K. Johnson - J. Young,1610612748,MIA,2,2,0,1.0,1.0,66.7,50.0,180.7,150.0,-114.1,-100.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.333,0.333,114.6,145.09,120.91,4,-0.143,32,20,1,1,88,101,101,111,93,62,93,69,1,85,1,94,100,14,109,3970
Lineups,-203952-1628389-1629639-1630558-1631170-,A. Wiggins - B. Adebayo - T. Herro - D. Mitchell - J. Jaquez Jr.,1610612748,MIA,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,80.0,0,-1.0,55,39,1,1,117,108,1,56,93,62,93,69,100,107,1,103,108,107,120,750
Lineups,-203952-1630558-1630696-1631170-1642276-,A. Wiggins - D. Mitchell - D. Smith - J. Jaquez Jr. - K. Ware,1610612748,MIA,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,166.67,0,0.0,55,39,1,1,120,108,1,56,93,62,93,69,100,107,1,103,108,3,99,360
Lineups,-203952-1631170-1631323-1642276-1642352-,A. Wiggins - J. Jaquez Jr. - S. Fontecchio - K. Ware - K. Johnson,1610612748,MIA,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,847.07,705.89,1,0.0,55,95,62,95,121,108,1,56,93,62,93,1,100,1,1,103,108,1,99,85
Lineups,-203952-1626181-1630558-1631170-1641796-,A. Wiggins - N. Powell - D. Mitchell - J. Jaquez Jr. - P. Larsson,1610612748,MIA,1,1,0,1.0,0.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.9,154.29,128.57,2,-0.25,55,39,1,1,113,108,120,121,93,62,93,69,100,107,1,103,108,11,112,1400
Lineups,-203952-1626181-1630558-1631323-1642276-,A. Wiggins - N. Powell - D. Mitchell - S. Fontecchio - K. Ware,1610612748,MIA,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192.0,192.0,160.0,1,1.0,55,95,62,95,119,108,1,56,93,62,93,69,100,107,120,103,108,5,17,375
Lineups,-1630558-1631107-1631170-1641796-1642276-,D. Mitchell - N. Jović - J. Jaquez Jr. - P. Larsson - K. Ware,1610612748,MIA,1,0,1,0.0,0.0,113.6,100.0,200.0,200.0,-86.4,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.568,159.2,169.41,141.18,1,0.0,55,95,62,95,116,63,111,111,93,62,93,69,100,107,1,103,56,8,99,850
Lineups,-1630696-1631323-1641796-1642276-1642352-,D. Smith - S. Fontecchio - P. Larsson - K. Ware - K. Johnson,1610612748,MIA,1,1,0,1.0,0.0,227.3,200.0,0.0,0.0,227.3,200.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.532,52.8,60.0,50.0,1,3.0,55,39,1,1,114,3,1,3,93,62,93,1,100,1,1,103,68,121,1,1200
Lineups,-1626181-1628389-1630558-1630696-1642276-,N. Powell - B. Adebayo - D. Mitchell - D. Smith - K. Ware,1610612748,MIA,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.2,316.48,263.74,1,0.0,55,39,1,1,118,108,1,56,93,62,93,69,100,107,1,103,108,2,99,455
Lineups,-1626181-1630558-1630696-1642276-1642352-,N. Powell - D. Mitchell - D. Smith - K. Ware - K. Johnson,1610612748,MIA,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.4,63.72,53.1,0,-0.333,55,39,1,1,115,108,1,56,93,62,93,69,100,107,1,103,108,120,113,1130
